STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT04,WT11
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,1/30/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,1/31/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/3/2022,,,0.5,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/4/2022,,,0.46,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/5/2022,,,0.12,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/8/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/9/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/11/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/12/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/15/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/16/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/17/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/18/2022,,,0.09,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/19/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/22/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/23/2022,,,0.04,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/25/2022,,,0.78,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,2/26/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/1/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/5/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/9/2022,,,0.23,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/10/2022,,,0.27,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/13/2022,,,0.34,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/16/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/17/2022,,,0.04,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/23/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/24/2022,,,0.36,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/25/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,3/28/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/1/2022,,,0.43,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/6/2022,,,1.3,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/7/2022,,,0.32,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/8/2022,,,0.65,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/9/2022,,,0.17,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/11/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/19/2022,,,1,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/22/2022,,,0.11,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,4/27/2022,,,0.2,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/1/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/2/2022,,,0.26,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/4/2022,,,0.67,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/6/2022,,,0.42,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/7/2022,,,1.9,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/8/2022,,,0.44,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/11/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/13/2022,,,0.07,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/16/2022,,,0.62,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/19/2022,,,0.28,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/20/2022,,,0.06,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/23/2022,,,0.65,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,5/25/2022,2,0.4,,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/1/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/3/2022,,,0.66,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/4/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/8/2022,,,0.1,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/9/2022,,,0.5,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/11/2022,,,0.12,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/17/2022,,,1.3,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/20/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/22/2022,,,0.04,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/23/2022,,,1.8,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,6/27/2022,,,0.2,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/2/2022,,,0.13,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/6/2022,,,0.23,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/9/2022,,,0.43,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/10/2022,,,0.42,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/13/2022,,,0.33,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/24/2022,,,0.09,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/26/2022,,,0.23,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/28/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,7/30/2022,,,0.04,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/1/2022,,,1,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/5/2022,,,0.98,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/8/2022,,,0.11,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/9/2022,,,0.15,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/10/2022,,,0.95,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/11/2022,,,2.7,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/15/2022,,,0.12,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/16/2022,,,0.24,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/19/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/23/2022,,,0.55,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/26/2022,,,0.32,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,8/31/2022,,,0.65,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,9/6/2022,,,1.48,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,9/11/2022,,,0.53,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,9/13/2022,,,0.28,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,9/15/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,9/26/2022,2,0.24,,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/1/2022,,,1.13,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/2/2022,,,0.95,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/3/2022,,,0.53,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/4/2022,,,0.15,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/5/2022,,,0.07,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/6/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/7/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/9/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/10/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/12/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/13/2022,,,0.13,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/14/2022,,,0.19,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/16/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/17/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/18/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/20/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/22/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,10/30/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/1/2022,,,0.25,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/2/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/3/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/7/2022,,,0.03,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/9/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/11/2022,,,0.74,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/12/2022,,,0.76,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/13/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/14/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/16/2022,,,1.02,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/18/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/19/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/23/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/27/2022,,,0.1,,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/29/2022,,,0,0,,,,,,,,,
US1WVJF0012,"HARPERS FERRY 7.2 SSW, WV US",39.23094,-77.800787,177.4,11/30/2022,,,0.2,,,,,,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/1/2022,,,,0,0,60,45,54,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/2/2022,,,,0,0,56,51,52,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/3/2022,3,0.7,,1.1,1,63,30,31,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/4/2022,,,0.12,1,1,35,16,17,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/5/2022,,,0,0,0,36,17,26,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/6/2022,,,0,0,0,47,26,36,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/7/2022,,,0.34,3,3,41,23,24,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/8/2022,,,0,0,2,27,9,9,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/9/2022,,,0,0,2,32,6,27,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/10/2022,,,0.04,0,0,45,25,29,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/11/2022,,,0,0,0,37,18,18,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/12/2022,,,0,0,0,28,13,16,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/13/2022,,,0,0,0,49,16,24,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/14/2022,,,0,0,0,47,22,25,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/15/2022,,,0,0,0,43,19,19,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/16/2022,,,0,0,0,26,8,11,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/17/2022,,,1.24,5.2,5,30,11,28,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/18/2022,,,0,0,5,31,28,30,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/19/2022,,,0,0,4,38,17,33,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/20/2022,,,0.2,0,3,48,32,34,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/21/2022,,,0,0,3,35,13,13,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/22/2022,,,0,0,3,20,2,2,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/23/2022,,,0,0,3,28,-6,19,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/24/2022,,,0.01,0.1,3,34,17,24,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/25/2022,,,0,0,2,38,22,29,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/26/2022,,,0,0,2,44,11,11,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/27/2022,,,0,0,2,32,4,5,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/28/2022,,,0,0,2,34,4,28,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/29/2022,,,0.13,0.5,3,35,19,19,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/30/2022,,,0,0,3,24,6,7,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,1/31/2022,,,0,0,3,26,7,14,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/1/2022,,,0,0,2,32,10,13,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/2/2022,,,0,0,2,40,13,18,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/3/2022,,,0.21,0,1,46,18,36,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/4/2022,,,0.52,0,0,46,36,37,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/5/2022,,,0.09,0,0,39,23,24,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/6/2022,,,0,0,0,33,12,12,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/7/2022,,,0,0,0,37,12,14,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/8/2022,,,0,0,0,38,13,20,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/9/2022,,,0,0,0,40,13,16,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/10/2022,,,0,0,0,57,16,28,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/11/2022,,,0,0,0,57,21,21,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/12/2022,,,0,0,0,66,21,35,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/13/2022,,,0.1,1.7,2,54,27,27,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/14/2022,,,0.03,0,0,36,18,18,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/15/2022,,,0,0,0,30,10,10,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/16/2022,,,0,0,0,39,10,30,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/17/2022,,,0,0,0,53,30,50,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/18/2022,,,0.04,0,0,68,50,,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/19/2022,,,0,0,0,,18,25,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/20/2022,,,0,0,0,42,11,11,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/21/2022,,,0,0,0,45,11,39,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/22/2022,,,0,0,0,66,32,35,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/23/2022,,,0.04,0,0,66,32,56,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/24/2022,,,0,0,0,73,32,33,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/25/2022,,,0.55,0,0,33,30,32,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/26/2022,,,0.12,0,0,56,29,29,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/27/2022,,,0,0,0,45,25,27,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/28/2022,,,0,0,0,53,26,35,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/1/2022,,,0,0,0,49,24,25,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/2/2022,,,0,0,0,59,25,28,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/3/2022,,,0,0,0,65,28,47,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/4/2022,,,0,0,0,55,17,18,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/5/2022,,,0,0,0,47,16,26,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/6/2022,,,0,0,0,63,26,49,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/7/2022,,,0.02,0,0,73,49,56,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/8/2022,,,0.04,0,0,75,39,39,,,,,
